source_state,target_state,weight
Florida,Oklahoma,0.0010093251261650946
Florida,Oregon,0.0009419141565480307
Florida,Pennsylvania,8.407430103813376e-05
Florida,Rhode_Island,5.146927457430234e-09
Florida,South_Carolina,0.002356752195161797
Florida,South_Dakota,5.2317302416513104e-11
Florida,Tennessee,2.2844848040388127e-08
Florida,Texas,0.020865260875272105
Florida,Utah,0.001800453394710939
Florida,Vermont,0.0008134455910275227
Florida,Virginia,0.005956572760029417
Florida,Washington,0.002843405542636445
Florida,West_Virginia,0.00028258580961940404
Florida,Wisconsin,0.0048745397395475705
Florida,Wyoming,1.9410039298016615e-05
Georgia,Alabama,0.00016690180489362553
Georgia,Alaska,2.1083089480164802e-05
Georgia,Arizona,0.0002509766167969641
Georgia,Arkansas,9.140399094033809e-05
Georgia,California,0.0009983636188362257
Georgia,Colorado,0.0004239261569571209
Georgia,Connecticut,0.00011903794810094551
Georgia,Delaware,3.6118412527790555e-05
Georgia,Florida,0.0011538096013364073
Georgia,Georgia,0.9879416013411826
Georgia,Hawaii,5.8880182961094265e-05
Georgia,Idaho,2.2294516032486233e-05
Georgia,Illinois,6.622215836300369e-05
Georgia,Indiana,0.0003414458305372236
Georgia,Iowa,9.841581166005721e-05
Georgia,Kansas,0.00016328808330226042
Georgia,Kentucky,8.959368882006381e-05
Georgia,Louisiana,0.0002184887923700107
Georgia,Maine,0.00010356338830382076
Georgia,Maryland,0.0009329682792222836
Georgia,Massachusetts,3.0810137024362027e-06
Georgia,Michigan,9.558186499546472e-05
Georgia,Minnesota,0.00027194150163194203
Georgia,Mississippi,3.910112107466097e-05
Georgia,Missouri,2.7056427924371034e-05
Georgia,Montana,1.71297949965748e-05
Georgia,Nebraska,4.621229466752241e-06
Georgia,Nevada,0.0002473024139880093
Georgia,New_Hampshire,6.061242927450077e-12
Georgia,New_Jersey,3.1356262765279613e-06
Georgia,New_Mexico,4.7726681389330434e-05
Georgia,New_York,0.0021545548455790273
Georgia,North_Carolina,0.00031419301508113463
Georgia,North_Dakota,4.226954905934723e-06
Georgia,Ohio,0.001052732558432418
Georgia,Oklahoma,5.8829034096217225e-05
Georgia,Oregon,6.28268835669857e-05
Georgia,Pennsylvania,1.2296527668326746e-05
Georgia,Rhode_Island,7.926607269672925e-11
Georgia,South_Carolina,3.9302783009694976e-05
Georgia,South_Dakota,5.490400519492301e-12
Georgia,Tennessee,5.987917610517387e-10
Georgia,Texas,0.0011918663409686814
Georgia,Utah,0.00011828260572584836
Georgia,Vermont,4.423037408874242e-05
Georgia,Virginia,0.00035179408878501943
Georgia,Washington,0.000210816358228986
Georgia,West_Virginia,4.80401569516505e-05
Georgia,Wisconsin,0.00021636973109304586
Georgia,Wyoming,3.495592405375414e-07
Hawaii,Alabama,0.0005219503197132628
Hawaii,Alaska,0.004263803576549482
Hawaii,Arizona,0.013099565267523582
Hawaii,Arkansas,0.0004910951518939847
Hawaii,California,0.1949843817395467
Hawaii,Colorado,0.011203101599871894
Hawaii,Connecticut,0.0003043957149352414
Hawaii,Delaware,0.00015563113239100903
Hawaii,Florida,0.005602495577647164
Hawaii,Georgia,0.00014804506401063782
Hawaii,Hawaii,0.6345284052353151
Hawaii,Idaho,0.0036557759912644178
Hawaii,Illinois,0.0006148915620446186
Hawaii,Indiana,0.002294949936740288
Hawaii,Iowa,0.001514907234297564
Hawaii,Kansas,0.00161980867624637
Hawaii,Kentucky,0.00019823933787427704
Hawaii,Louisiana,0.0008649857399982032
Hawaii,Maine,0.000156220070149845
Hawaii,Maryland,0.0036579427044215102
Hawaii,Massachusetts,3.1508279294596073e-08
Hawaii,Michigan,0.0006332661093770824
Hawaii,Minnesota,0.0068615848665808474
Hawaii,Mississippi,9.272908343348058e-05
Hawaii,Missouri,0.00019681092272760817
Hawaii,Montana,0.0009401421515471665
Hawaii,Nebraska,6.138879595524989e-05
Hawaii,Nevada,0.012156402479308718
Hawaii,New_Hampshire,2.5571958380422498e-11
Hawaii,New_Jersey,1.3373033507736562e-07
Hawaii,New_Mexico,0.0014399764880452855
Hawaii,New_York,0.0076754147936923395
Hawaii,North_Carolina,0.0009946647834662198
Hawaii,North_Dakota,6.481466625775989e-05
Hawaii,Ohio,0.003507187022091177
Hawaii,Oklahoma,0.000765632684092981
Hawaii,Oregon,0.017397046964979183
Hawaii,Pennsylvania,1.899401368647772e-06
Hawaii,Rhode_Island,1.3587210329353176e-10
Hawaii,South_Carolina,0.0005464999754731534
Hawaii,South_Dakota,8.862477575619053e-10
Hawaii,Tennessee,1.3992918353342143e-08
Hawaii,Texas,0.013884768156289909
Hawaii,Utah,0.008980202494043592
Hawaii,Vermont,7.102632229396656e-05
Hawaii,Virginia,0.0009529315458357816
Hawaii,Washington,0.040144956517486494
Hawaii,West_Virginia,3.176915523776015e-05
Hawaii,Wisconsin,0.001858764146805516
Hawaii,Wyoming,1.1445918918279353e-05
Idaho,Alabama,0.0002993693655406198
Idaho,Alaska,0.0007343909754222237
Idaho,Arizona,0.004238622987765381
Idaho,Arkansas,0.00017028458554115618
Idaho,California,0.021905693287559917
Idaho,Colorado,0.0050460496797292975
Idaho,Connecticut,0.00018322477615002143
Idaho,Delaware,5.872189285002205e-05
Idaho,Florida,0.0029489441855790914
Idaho,Georgia,6.371976573528313e-05
Idaho,Hawaii,0.0010912258812512817
Idaho,Idaho,0.923371929566452
Idaho,Illinois,0.00017348579754655137
Idaho,Indiana,0.0006019693810276257
Idaho,Iowa,0.00042115519180612815
Idaho,Kansas,0.0005519487879513845
Idaho,Kentucky,8.05033485083602e-05
Idaho,Louisiana,0.0005175800616793191
Idaho,Maine,0.000104293057232138
Idaho,Maryland,0.0017403115927632155
Idaho,Massachusetts,2.1152706591240604e-08
Idaho,Michigan,0.00022126151378758197
Idaho,Minnesota,0.0014278131495694222
Idaho,Mississippi,2.9518420569196515e-05
Idaho,Missouri,7.990631878650554e-05
Idaho,Montana,0.0005360817470149866
Idaho,Nebraska,2.065419888984259e-05
Idaho,Nevada,0.0040679903240912335
Idaho,New_Hampshire,6.546410806480891e-11
Idaho,New_Jersey,3.6772581186989375e-07
Idaho,New_Mexico,0.0005327731819596893
Idaho,New_York,0.0032192273966778397
Idaho,North_Carolina,0.0004359241314624221
Idaho,North_Dakota,4.8277429161485414e-05
Idaho,Ohio,0.0012316461501617902
Idaho,Oklahoma,0.00028851709046414764
Idaho,Oregon,0.0026386994345659245
Idaho,Pennsylvania,2.715652637558136e-06
Idaho,Rhode_Island,3.5750143204818565e-10
Idaho,South_Carolina,0.0002796721736888274
Idaho,South_Dakota,5.544319647442219e-09
Idaho,Tennessee,8.476499354357039e-09
Idaho,Texas,0.004908423880866956
Idaho,Utah,0.005989707369247995
Idaho,Vermont,6.309496372368324e-05
Idaho,Virginia,0.0004242784638851436
Idaho,Washington,0.008654587352669912
Idaho,West_Virginia,8.338271150318648e-06
Idaho,Wisconsin,0.000524116258107383
Idaho,Wyoming,3.9136472237992186e-05
Illinois,Alabama,0.0001901156601497825
Illinois,Alaska,2.0810970488539828e-05
Illinois,Arizona,0.0015248882386479047
Illinois,Arkansas,8.970454234907301e-05
Illinois,California,0.0015906571754045874
Illinois,Colorado,0.0007102443122097376
Illinois,Connecticut,7.420225292919462e-05
Illinois,Delaware,2.003537974588309e-05
Illinois,Florida,0.008008542539106128
Illinois,Georgia,5.5968475352688686e-05
Illinois,Hawaii,0.00010067917381489412
Illinois,Idaho,3.6567975720494815e-05
Illinois,Illinois,0.979372666747746
Illinois,Indiana,0.00010357158470577188
Illinois,Iowa,8.160309903319732e-05
Illinois,Kansas,0.00015142472681549586
Illinois,Kentucky,1.8527453974080388e-05
Illinois,Louisiana,0.00021795703014592519
Illinois,Maine,3.078548147209182e-05
Illinois,Maryland,0.0005480091635315486
Illinois,Massachusetts,9.444574443336533e-08
Illinois,Michigan,3.7885760775914e-05
Illinois,Minnesota,0.0004563788188920389
Illinois,Mississippi,1.3308449139984192e-05
Illinois,Missouri,3.510704529902896e-06
Illinois,Montana,2.125952980522461e-05
Illinois,Nebraska,1.2229567769803569e-06
Illinois,Nevada,0.001310340561932782
Illinois,New_Hampshire,2.2558096240001095e-12
Illinois,New_Jersey,1.6888600063545703e-06
Illinois,New_Mexico,8.794738171269832e-05
Illinois,New_York,0.0006953007727444992
Illinois,North_Carolina,0.0002584449327193541
Illinois,North_Dakota,2.1838826347839538e-05
Illinois,Ohio,0.0005297259147919719
Illinois,Oklahoma,0.00011591687512295676
Illinois,Oregon,0.00011879195367255535
Illinois,Pennsylvania,1.9344588263887053e-06
Illinois,Rhode_Island,5.5398863807336046e-11
Illinois,South_Carolina,0.000195080490351223
Illinois,South_Dakota,1.5090958116425988e-11
Illinois,Tennessee,3.3789742428145565e-10
Illinois,Texas,0.0022988108825124807
Illinois,Utah,0.00015537313589543351
Illinois,Vermont,7.941044114141379e-06
Illinois,Virginia,0.0002252435775200273
Illinois,Washington,0.0003707982764139327
Illinois,West_Virginia,4.6484273433175095e-06
Illinois,Wisconsin,7.118114394678291e-05
Illinois,Wyoming,1.2920672544616907e-06
Indiana,Alabama,0.00013838784450430713
Indiana,Alaska,4.191377873369724e-05
Indiana,Arizona,0.0010222189182953608
Indiana,Arkansas,9.75919689680068e-05
Indiana,California,0.002546245527495561
Indiana,Colorado,0.001101695157935428
Indiana,Connecticut,0.00010918507823828244
Indiana,Delaware,3.1980520616383366e-05
Indiana,Florida,0.006095349190413187
Indiana,Georgia,0.00010596530638811046
Indiana,Hawaii,0.00016415768808637172
Indiana,Idaho,7.127451290377063e-05
Indiana,Illinois,3.274466509257607e-05
Indiana,Indiana,0.9783762805009034
Indiana,Iowa,0.00013230621773348738
Indiana,Kansas,0.0002700743721456779
Indiana,Kentucky,1.7149680652120056e-05
